chr,start,stop,ID,name,comment
12,8849391,8852846,RC12G001630,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B
12,8856333,8863180,RC12G001640,ABHD13,Abhydrolase domain containing 13
12,8868865,8986612,RC12G001650,fam155a,Family with sequence similarity 155
12,9040444,9042435,RC12G001660,unknown,Domain of unknown function (DUF4806)
12,9151398,9174231,RC12G001670,CCKBR,Belongs to the G-protein coupled receptor 1 family
12,9174873,9183924,RC12G001680,PDZK1,PDZ domain containing 1
12,9187628,9193688,RC12G001690,GPR89A,G protein-coupled receptor 89A
12,9276489,9296775,RC12G001700,ST6GAL2,beta-galactoside alpha-2
12,9303486,9336733,RC12G001710,GPROP12,Teleost multiple tissue opsin
12,9354452,9409835,RC12G001720,UXS1,UDP-glucuronic acid decarboxylase 1
12,9411473,9413950,RC12G001730,C2orf40,Chromosome 2 open reading frame 40
12,9429938,9441084,RC12G001740,NCK2,NCK adaptor protein
12,9510578,9513551,RC12G001750,FHL2,four and a half LIM domains
12,9515382,9519971,RC12G001760,C2orf49,Chromosome 2 open reading frame 49
12,9542336,9543891,RC12G001770,POU3F3,POU class 3 homeobox
12,9660230,9662965,RC12G001780,TMEM182,Transmembrane protein 182
12,9666111,9670931,RC12G001790,MFSD9,major facilitator superfamily
12,9698765,9711060,RC12G001800,INPP4A,Inositol polyphosphate-4-phosphatase
12,9718340,9765351,RC12G001810,MGAT4A,Mannosyl (alpha-1
12,9768741,9771508,RC12G001820,CREG2,Cellular repressor of E1A-stimulated genes 2
12,9774017,9782257,RC12G001830,KIAA1211L,Domain of unknown function (DUF4592)
12,9823148,9827905,RC12G001840,IHH,Intercellular signal essential for a variety of patterning events during development
12,9829897,9837267,RC12G001850,SLC23A3,Solute carrier family 23 (nucleobase transporters)
12,9841279,9852259,RC12G001860,bin1,Bridging integrator 1
12,9872495,9878616,RC12G001870,TMEM198,Transmembrane protein 198-B-like
12,9884530,9890140,RC12G001880,DES,Belongs to the intermediate filament family
12,9894218,9916636,RC12G001890,PTPRN,Protein tyrosine phosphatase receptor type
12,9921881,9930608,RC12G001900,DNAJB2,homolog subfamily B member
12,9939848,9943175,RC12G001910,G2E3,DNA binding
12,9948890,9952344,RC12G001920,TUBA1A,Tubulin is the major constituent of microtubules. It binds two moles of GTP
12,9971765,9974015,RC12G001930,MNX1,Motor neuron and pancreas homeobox
12,9975386,9995209,RC12G001940,CCDC108,Coiled-coil domain containing 108
12,10026130,10111952,RC12G001950,FN1,Fibronectin 1a
12,10183374,10486289,RC12G001960,PARD3B,Partitioning defective 3 homolog
12,10525550,10593084,RC12G001970,NRP2,Belongs to the neuropilin family
12,10628286,10657952,RC12G001980,ABCB6,ATP-binding cassette sub-family B
12,10660860,10670275,RC12G001990,unknown,Si ch211-67e16.11
12,10671783,10686007,RC12G002000,TTLL4,Tubulin tyrosine ligase-like family
12,10687549,10697163,RC12G002010,PRKAG3,Protein kinase
12,10699439,10718793,RC12G002020,FER1L6,Fer-1-like family member 6
12,10721471,10733312,RC12G002030,unknown,unknown
12,10734915,10738002,RC12G002040,unknown,unknown
12,10759805,10810151,RC12G002050,RAPH1,and pleckstrin homology
12,10812038,10814568,RC12G002060,SPP2,Secreted phosphoprotein
12,10819417,10852230,RC12G002070,ABI2,Abl interactor
12,10854003,10869903,RC12G002080,unknown,MAGUK p55 subfamily member
12,10874565,10893542,RC12G002090,ALS2,Amyotrophic lateral sclerosis
12,10980737,10982347,RC12G002100,FZD7,Belongs to the G-protein coupled receptor Fz Smo family
12,11010546,11016135,RC12G002110,CARF,Calcium responsive transcription factor
12,11022794,11058541,RC12G002120,FAM117B,Family with sequence similarity 117 member B
12,11062239,11126462,RC12G002130,BMPR2,Bone morphogenetic protein receptor
12,11129050,11144555,RC12G002140,CEP250,Centrosomal protein 250kDa
12,11150638,11152231,RC12G002150,unknown,Astacin-like metallo-endopeptidase (M12 family)
12,11152905,11154080,RC12G002160,unknown,unknown
12,11155038,11161303,RC12G002170,ANKZF1,Ankyrin repeat and zinc finger
12,11162260,11169498,RC12G002180,GLB1L,Belongs to the glycosyl hydrolase 35 family
12,11181442,11244297,RC12G002190,unknown,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
12,11249528,11251629,RC12G002200,PTTG1IP,Pituitary tumor-transforming
12,11253127,11254698,RC12G002210,SUMO3,SMT3 suppressor of mif two 3 homolog
12,11266577,11277322,RC12G002220,TSPEAR,Thrombospondin-type laminin G domain and EAR
12,11279332,11286524,RC12G002230,TRA2B,Transformer-2 protein homolog
12,11288682,11351797,RC12G002240,IGF2BP2,insulin-like growth factor 2
12,11357326,11359636,RC12G002250,TMEM41A,Transmembrane protein 41aa
12,11360443,11368371,RC12G002260,EHHADH,enoyl-Coenzyme A
12,11371035,11377927,RC12G002270,C3orf70,Chromosome 3 open reading frame 70
12,11425666,11428732,RC12G002280,NUP35,Functions as a component of the nuclear pore complex (NPC). NPC components
12,11547240,11595745,RC12G002290,ZNF804A,Zinc finger protein 804A
12,11687104,11693758,RC12G002300,ZC3H15,Zinc finger CCCH-type containing 15
12,11697409,11721302,RC12G002310,ITGAV,Integrin
12,11723111,11724926,RC12G002320,unknown,Alpha-aspartyl dipeptidase-like
12,11726132,11729728,RC12G002330,UMPS,Uridine monophosphate synthetase
12,11735725,11738118,RC12G002340,CRYBA2,Belongs to the beta gamma-crystallin family
12,11742054,11744000,RC12G002350,FEV,FEV (ETS oncogene family)
12,11749756,11750658,RC12G002360,CDK5R2,Cyclin-dependent kinase 5
12,11793290,11813138,RC12G002370,WNT10A,Ligand for members of the frizzled family of seven transmembrane receptors
12,11823516,11840811,RC12G002380,WNT6,Ligand for members of the frizzled family of seven transmembrane receptors
12,11847151,11855309,RC12G002390,CHPF,Chondroitin polymerizing factor
12,11861722,11941134,RC12G002400,ASIC4,Acid-sensing (proton-gated) ion channel family member
12,12050670,12059866,RC12G002410,unknown,Si ch1073-416j23.1
12,12060959,12065558,RC12G002420,GMPPA,GDP-mannose pyrophosphorylase
12,12067272,12071216,RC12G002430,TMBIM1,Transmembrane BAX inhibitor motif containing 1
12,12072090,12098961,RC12G002440,DARS,Aspartyl-tRNA synthetase
12,12101776,12103127,RC12G002450,CXCR4,Belongs to the G-protein coupled receptor 1 family
12,12106542,12107033,RC12G002460,unknown,unknown
12,12222541,12353252,RC12G002470,THSD7B,Thrombospondin
12,12397546,12403694,RC12G002480,spopl,Speckle-type POZ protein-like
12,12408212,12419416,RC12G002490,NXPH2,May be signaling molecules that resemble neuropeptides
12,12436323,12444388,RC12G002500,UGT1A1,UDP glucuronosyltransferase 1 family
12,12472119,12610794,RC12G002510,IGSF3,Immunoglobulin superfamily member
12,12647056,12652261,RC12G002520,unknown,signaling receptor binding
12,12660123,12672577,RC12G002530,PARP4,Poly (ADP-ribose) polymerase
12,12674658,12686960,RC12G002540,CHAF1B,Chromatin assembly factor 1 subunit
12,12704553,12732606,RC12G002550,ACP6,Acid phosphatase 6
12,12747567,12750044,RC12G002560,unknown,PRY
12,12756081,12761876,RC12G002570,unknown,unknown
12,12775270,12778240,RC12G002580,PIGA,Phosphatidylinositol glycan anchor biosynthesis class A
12,12779928,12792144,RC12G002590,ASB11,Ankyrin repeat and SOCS
12,12792325,12804284,RC12G002600,SYTL5,Synaptotagmin-like 5
12,12812090,12821407,RC12G002610,SRPX,Sushi-repeat-containing protein
12,12839480,12839938,RC12G002620,mid1ip1,Thyroid hormone-inducible hepatic protein Spot 14
12,12841644,12845835,RC12G002630,unknown,Cyclic AMP receptor-like protein
12,12850679,12859867,RC12G002640,SENP7,SUMO1 sentrin specific peptidase 7
12,12862528,12874046,RC12G002650,IMPG2,Interphotoreceptor matrix proteoglycan
12,12885947,12900734,RC12G002660,ABI3BP,ABI family
12,12902509,12909702,RC12G002670,TFG,TRK-fused gene
12,12915136,12926482,RC12G002680,COL8A1,collagen
12,12940470,13001197,RC12G002690,DCBLD2,Discoidin
12,13005289,13009076,RC12G002700,TMEM30C,Transmembrane protein 30C
12,13009748,13020082,RC12G002710,CMSS1,Cms1 ribosomal small subunit homolog (yeast)
12,13075642,13149370,RC12G002720,IL1RAPL1,receptor accessory protein-like
12,13166463,13175833,RC12G002730,RNASEH2B,Ribonuclease H2
12,13195973,13197187,RC12G002740,TRIM13,Tripartite motif-containing 13
12,13200180,13204507,RC12G002750,SPRYD7,SPRY domain containing
12,13206743,13234731,RC12G002760,MCF2L,Mcf.2 cell line derived transforming sequence-like
12,13235520,13242730,RC12G002770,CENPJ,Centromere protein J
12,13245523,13276965,RC12G002780,RNF17,Ring finger protein
12,13280283,13291678,RC12G002790,ARHGAP20,Rho GTPase activating protein
12,13294073,13298722,RC12G002800,FDX1,Ferredoxin 1
12,13307103,13312616,RC12G002810,DNAJC3,homolog subfamily C member
12,13314859,13341358,RC12G002820,UGGT2,UDP-glucose glycoprotein glucosyltransferase
12,13344364,13415870,RC12G002830,HS6ST3,6-O-sulfation enzyme which catalyzes the transfer of sulfate from 3'-phosphoadenosine 5'-phosphosulfate (PAPS) to position 6 of the N-sulfoglucosamine residue (GlcNS) of heparan sulfate
12,13448965,13509392,RC12G002840,PTH2R,Parathyroid hormone 2
12,13530120,13538817,RC12G002850,MRAS,Muscle RAS oncogene homolog
12,13539485,13590702,RC12G002860,PTPN4,phosphatase non-receptor type 4
12,13594806,13627627,RC12G002870,EPB41L5,Erythrocyte membrane protein band 4.1 like 5
12,13631044,13691004,RC12G002880,ramp1,Receptor (G protein-coupled) activity modifying protein 1
12,13761260,13763968,RC12G002890,unknown,Zgc 162780
12,13779639,13793486,RC12G002900,unknown,Zgc 162396
12,13796277,13803810,RC12G002910,unknown,Immunoglobulin
12,13923069,13959574,RC12G002920,KLF7,Krueppel-like factor
12,14002290,14005072,RC12G002930,CREB1,cAMP responsive element binding protein
12,14011273,14019527,RC12G002940,CCNYL1,Belongs to the cyclin family
12,14021653,14023431,RC12G002950,FZD5,Belongs to the G-protein coupled receptor Fz Smo family
12,14032705,14072892,RC12G002960,PLEKHM3,Pleckstrin homology domain containing
12,14084414,14092709,RC12G002970,IDH1,Belongs to the isocitrate and isopropylmalate dehydrogenases family
12,14094372,14189279,RC12G002980,KCNH3,Potassium voltage-gated channel
12,14193803,14211106,RC12G002990,ARMC8,Armadillo repeat containing 8
12,14212370,14216678,RC12G003000,DBR1,Debranching enzyme homolog 1 (S. cerevisiae)
12,14219812,14225836,RC12G003010,unknown,RAB5B
12,14228836,14229804,RC12G003020,unknown,unknown
12,14229821,14238276,RC12G003030,TBCCD1,TBCC domain containing 1
12,14241823,14249474,RC12G003040,LCMT2,Leucine carboxyl methyltransferase
12,14250656,14267184,RC12G003050,GTF2E1,General transcription factor IIE
12,14294325,14453056,RC12G003060,STXBP5L,Syntaxin binding protein
12,14457383,14463897,RC12G003070,KDELC1,KDEL (Lys-Asp-Glu-Leu) containing 1
12,14464637,14467505,RC12G003080,TEX30,Testis expressed 30
12,14468623,14472163,RC12G003090,C3orf17,Nucleolus and neural progenitor protein
12,14473860,14475907,RC12G003100,SLC10A2,Solute carrier family 10 (sodium bile acid cotransporter family)
12,15123833,15140770,RC12G003110,EFNB2,Belongs to the ephrin family
12,15146677,15152365,RC12G003120,ARGLU1,Arginine and
12,15177536,15177910,RC12G003130,unknown,unknown
12,15194008,15223285,RC12G003140,ARHGAP15,Rho GTPase activating protein 15
12,15278370,15327977,RC12G003150,ZEB2,Zinc finger E-box binding homeobox 2a
12,15498174,15541068,RC12G003160,ACVR2A,Serine threonine-protein kinase receptor
12,15558886,15570138,RC12G003170,EPC2,Enhancer of polycomb homolog 2
12,15573599,15582324,RC12G003180,ITM2B,integral membrane protein
12,15584005,15588326,RC12G003190,MED4,mediator of RNA polymerase II transcription subunit
12,15678951,15682660,RC12G003200,ESD,Serine hydrolase involved in the detoxification of formaldehyde
12,15684384,15731197,RC12G003210,LRCH1,and calponin homology
12,15732362,15739171,RC12G003220,KIAA0226L,protein KIAA0226-like homolog
12,15742021,15802092,RC12G003230,DNAH7,heavy chain 7
12,15804741,15842194,RC12G003240,SLC39A10,Solute carrier family 39 (zinc transporter)
12,16094215,16095553,RC12G003250,unknown,unknown
12,16116254,16182297,RC12G003260,TMEFF2,Transmembrane protein with EGF-like and two follistatin-like domains
12,16187937,16199168,RC12G003270,SDPR,Serum deprivation response a
12,16206242,16208754,RC12G003280,NABP1,Nucleic acid binding protein
12,16212770,16214782,RC12G003290,FTCDNL1,Formiminotransferase cyclodeaminase N-terminal like
12,16216151,16218094,RC12G003300,C2orf69,Chromosome 2 open reading frame 69
12,16221398,16226459,RC12G003310,STK17B,Serine threonine kinase 17b (apoptosis-inducing)
12,16230404,16244652,RC12G003320,HECW2,E3 ubiquitin-protein ligase
12,16253632,16262574,RC12G003330,PGAP1,post-GPI attachment to proteins 1
12,16264064,16266684,RC12G003340,C2orf47,Chromosome 2 open reading frame 47
12,16267251,16269555,RC12G003350,TYW5,tRNA wybutosine-synthesizing protein
12,16277864,16303016,RC12G003360,unknown,protein modification by small protein conjugation
12,16304625,16339478,RC12G003370,LRRFIP1,LRRFIP family
12,16340723,16342738,RC12G003380,NQO1,NAD(P)H dehydrogenase quinone
12,16350051,16354756,RC12G003390,ackr3,Atypical chemokine receptor
12,16367390,16369499,RC12G003400,RPE,Belongs to the ribulose-phosphate 3-epimerase family
12,16394787,16533822,RC12G003410,COL6A3,collagen
12,16542323,16551961,RC12G003420,COPS8,COP9 constitutive photomorphogenic homolog subunit 8 (Arabidopsis)
12,16562545,16572387,RC12G003430,FAM124A,Family with sequence similarity 124A
12,16573830,16581980,RC12G003440,SERPINE3,Serpin peptidase inhibitor
12,16583894,16597298,RC12G003450,INTS6,Integrator complex subunit 6
12,16599603,16606381,RC12G003460,WDFY2,WD repeat and FYVE
12,16609990,16617069,RC12G003470,DHRS12,Dehydrogenase reductase SDR family member
12,16618907,16635715,RC12G003480,ESYT3,Extended synaptotagmin-like protein 3
12,16636789,16645775,RC12G003490,PARP14,Poly (ADP-ribose) polymerase
12,16646974,16650596,RC12G003500,PARP9,Poly (ADP-ribose) polymerase
12,16657899,16661220,RC12G003510,FAIM,Fas apoptotic inhibitory molecule
12,16664223,16668767,RC12G003520,NDUFA10,Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I)
12,16682355,16723531,RC12G003530,GYPC,putative band 4.1 homologues' binding motif
12,16728134,16790298,RC12G003540,CNTNAP5,protein-like
12,16841871,16853343,RC12G003550,SH3BP4,SH3 domain-binding protein
12,16859084,16859662,RC12G003560,ARL4C,Belongs to the small GTPase superfamily. Arf family
12,16879768,16910185,RC12G003570,TMEM163,Transmembrane protein 163-like
12,16916713,16926270,RC12G003580,CCNT2,Belongs to the cyclin family
12,16927762,16938502,RC12G003590,MAP3K19,Mitogen-activated protein kinase kinase kinase 19
12,16941264,16955891,RC12G003600,KIF5C,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
12,16973017,16973804,RC12G003610,LYPD6B,LY6 PLAUR domain containing 6B
12,16980604,17002003,RC12G003620,LYPD6,LY6 PLAUR domain containing 6
12,17008559,17011755,RC12G003630,MMADHC,Methylmalonic aciduria (cobalamin deficiency) cblD type
12,17021414,17025195,RC12G003640,RND3,Belongs to the small GTPase superfamily. Rho family
12,17027006,17033922,RC12G003650,CYP27A1,Sterol 26-hydroxylase
12,17036790,17038950,RC12G003660,EAF2,ELL associated factor 2
12,17061524,17072891,RC12G003670,unknown,Si dkey-91i10.2
12,17076098,17078626,RC12G003680,TSN,Translin
12,17080392,17086643,RC12G003690,ARL5A,ADP-ribosylation factor-like
12,17092562,17149302,RC12G003700,NEB,Nebulin repeat
12,17151443,17175498,RC12G003710,RIF1,RAP1 interacting factor homolog (yeast)
12,17186007,17216523,RC12G003720,ITGB5,integrin
12,17218113,17227196,RC12G003730,RBM44,RNA-binding protein
12,17234582,17245324,RC12G003740,ETV5,ETS translocation variant
12,17251832,17319938,RC12G003750,DGKG,Diacylglycerol kinase
12,17320043,17374708,RC12G003760,CRYGD,Belongs to the beta gamma-crystallin family
12,17382916,17383624,RC12G003770,unknown,Beta/gamma crystallins
12,17386184,17394590,RC12G003780,unknown,Belongs to the beta gamma-crystallin family
12,17396352,17400014,RC12G003790,unknown,Belongs to the beta gamma-crystallin family
12,17407736,17422955,RC12G003800,unknown,Belongs to the beta gamma-crystallin family
12,17474230,17503146,RC12G003810,unknown,Belongs to the beta gamma-crystallin family
12,17533264,17533735,RC12G003820,unknown,Belongs to the beta gamma-crystallin family
12,17546619,17550751,RC12G003830,SGOL2,Shugoshin C terminus
12,17551427,17555519,RC12G003840,UCHL3,Ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)
12,17557209,17600501,RC12G003850,LMO7,LIM domain only
12,17629306,17631731,RC12G003860,IRG1,Immunoresponsive gene 1
12,17635728,17636558,RC12G003870,MRPL30,ribosomal protein L30
12,17637454,17638820,RC12G003880,TXNDC9,Thioredoxin domain containing 9
12,17643091,17654861,RC12G003890,REV1,Deoxycytidyl transferase involved in DNA repair. Transfers a dCMP residue from dCTP to the 3'-end of a DNA primer in a template-dependent reaction. May assist in the first step in the bypass of abasic lesions by the insertion of a nucleotide opposite the lesion. Required for normal induction of mutations by physical and chemical agents
12,17690519,17691514,RC12G003900,SOX1,SRY (sex determining region Y)-box
12,17764934,17766786,RC12G003910,unknown,Zgc 113210
12,17769442,17792035,RC12G003920,ARHGEF7,Rho guanine nucleotide exchange factor
12,17798032,17815658,RC12G003930,AFF3,AF4 FMR2 family
12,17817404,17830625,RC12G003940,MPHOSPH8,M-phase phosphoprotein 8
12,17834643,17853388,RC12G003950,ZMYM2,Zinc finger MYM-type
12,17875353,17884382,RC12G003960,CRYL1,Crystallin lambda 1
12,17898159,17899813,RC12G003970,N6AMT2,DNA methyltransferase 2
12,17901125,17933694,RC12G003980,XPO4,Exportin 4
12,17938120,17947968,RC12G003990,LATS2,LATS
12,17947999,17958697,RC12G004000,unknown,Helix-turn-helix of DDE superfamily endonuclease
12,17958940,17961345,RC12G004010,SAP18,histone deacetylase complex subunit
12,17961958,17968029,RC12G004020,SKA3,Spindle and kinetochore associated complex subunit 3
12,17982215,17985849,RC12G004030,POPDC2,Popeye domain containing 2
12,17986816,17992078,RC12G004040,PLA1A,Phospholipase A1 member
12,17999728,18010462,RC12G004050,unknown,Si rp71-68n21.9
12,18034064,18048624,RC12G004060,WARS2,Tryptophanyl tRNA synthetase 2
12,18052754,18072077,RC12G004070,TBX15,T-box transcription factor
12,18143412,18155096,RC12G004080,WDR3,WD repeat domain 3
12,18156191,18175322,RC12G004090,GDAP2,Ganglioside induced differentiation associated protein 2
12,18185300,18186460,RC12G004100,FAM46C,Family with sequence similarity 46
12,18195427,18273396,RC12G004110,MAN1A2,Mannosidase
12,18277735,18278723,RC12G004120,unknown,unknown
12,18283692,18290959,RC12G004130,TRIM45,Tripartite motif containing 45
12,18297591,18309311,RC12G004140,PARP4,Poly (ADP-ribose) polymerase
12,18311040,18325110,RC12G004150,morc3,MORC family CW-type zinc finger
12,18326336,18327801,RC12G004160,COMMD6,COMM domain containing 6
12,18330858,18358624,RC12G004170,TBC1D4,TBC1 domain family
12,18401623,18525287,RC12G004180,KLF12,Kruppel-like factor 12a
12,18534044,18536265,RC12G004190,KLF5,Kruppel-like factor 5b
12,18573391,18676300,RC12G004200,DACH1,dachshund
12,18694003,18694992,RC12G004210,GPR18,G protein-coupled receptor 18
12,18708711,18709826,RC12G004220,GPR183,G protein-coupled receptor 183
12,18760522,18816665,RC12G004230,CLYBL,Citrate lyase
12,18824361,18824675,RC12G004240,unknown,unknown
12,18832671,18835666,RC12G004250,ZIC5,Zic family member 5 (odd-paired homolog
12,18840350,18843392,RC12G004260,ZIC2,Zic family member 2 (odd-paired homolog
12,18973254,18982828,RC12G004270,TMTC4,Transmembrane and tetratricopeptide repeat containing 4
12,18988166,19006346,RC12G004280,unknown,Phospholipase D Active site motif
12,19007347,19090223,RC12G004290,NALCN,Sodium leak channel
12,19090425,19093421,RC12G004300,unknown,unknown
12,19095120,19134630,RC12G004310,ITGBL1,Integrin
12,19138132,19186996,RC12G004320,FGF14,Belongs to the heparin-binding growth factors family
12,19266374,19286103,RC12G004330,PIKFYVE,Phosphoinositide kinase
12,19289215,19314802,RC12G004340,ANKRD44,Ankyrin repeat domain 44
12,19317506,19328434,RC12G004350,SF3B1,Splicing factor 3B subunit 1
12,19331980,19341017,RC12G004360,COQ10B,Coenzyme Q10 homolog B (S. cerevisiae)
12,19344547,19349829,RC12G004370,HSPD1,Heat shock 60kD protein 1 (chaperonin)
12,19350513,19352762,RC12G004380,HSPE1,Heat shock 10 protein 1 (chaperonin 10)
12,19354805,19358199,RC12G004390,MOB4,MOB family member 4
12,19359941,19376791,RC12G004400,RFTN2,Raftlin family member 2
12,19383416,19445266,RC12G004410,plcl1,Phospholipase C-like
12,19498891,19538860,RC12G004420,SATB2,Special AT-rich sequence-binding protein
12,19556058,19559736,RC12G004430,DNAJB11,homolog
12,19560292,19563095,RC12G004440,RABL3,RAB
12,19565104,19573572,RC12G004450,CTSG,Granzyme
12,19603951,19604649,RC12G004460,OLIG1,transcription factor 1
12,19615529,19616350,RC12G004470,OLIG2,Oligodendrocyte lineage transcription factor 2
12,19647525,19650726,RC12G004480,hpx,Binds heme and transports it to the liver for breakdown and iron recovery
12,19659414,19667837,RC12G004490,ANKRD50,Ankyrin repeat domain-containing protein 50-like
12,19688319,19696589,RC12G004500,FAM160A2,Family with sequence similarity 160 member A2
12,19696878,19713987,RC12G004510,unknown,unknown
12,19733048,19769282,RC12G004520,VANGL1,VANGL planar cell polarity protein 1
12,19793877,19794997,RC12G004530,CLEC6A,Lactose-binding lectin l-2-like
12,19797387,19801398,RC12G004540,CASQ2,Calsequestrin is a high-capacity
12,19816784,19818913,RC12G004550,SLC5A3,Solute carrier family 5 (sodium myo-inositol cotransporter)
12,19822947,19824994,RC12G004560,ATP5O,ATP synthase
12,19836393,19857165,RC12G004570,DOPEY2,Dopey family member 2
12,19906407,19907610,RC12G004580,unknown,C-type lectin (CTL) or carbohydrate-recognition domain (CRD)
12,19968992,19970166,RC12G004590,unknown,C-type lectin (CTL) or carbohydrate-recognition domain (CRD)
12,19990969,20021504,RC12G004600,USP9X,Ubiquitin specific peptidase 9
12,20026393,20027912,RC12G004610,RPL8,ribosomal protein L8
12,20029855,20039801,RC12G004620,DDX3X,ATP-dependent RNA helicase
12,20043663,20046180,RC12G004630,NYX,Nyctalopin
12,20049697,20204047,RC12G004640,CASK,Calcium calmodulin-dependent serine protein kinase
12,20249200,20277859,RC12G004650,MAOB,Amine oxidase flavin-containing
12,20283393,20289338,RC12G004660,NDP,Norrie disease (pseudoglioma)
12,20301392,20312757,RC12G004670,EFHC2,EF-hand domain-containing family member
12,20315148,20318472,RC12G004680,FUNDC1,FUN14 domain containing 1
12,20319781,20371806,RC12G004690,KDM6A,demethylase 6A
12,20393269,20393574,RC12G004700,unknown,unknown
12,20393582,20413265,RC12G004710,unknown,unknown
12,20480894,20490586,RC12G004720,CCDC80,Coiled-coil domain containing 80
12,20491678,20497660,RC12G004730,SLC35A5,Solute carrier family 35 member A5
12,20501343,20520466,RC12G004740,F5,Coagulation factor V
12,20522230,20548051,RC12G004750,DCAF6,Ddb1 and cul4 associated factor 6
12,20549694,20576159,RC12G004760,MPC2,Mitochondrial pyruvate carrier
12,20586139,20589461,RC12G004770,NXPE3,Neurexophilin and PC-esterase domain family
12,20615328,20623689,RC12G004780,ME3,Malic enzyme 3
12,20634234,20638207,RC12G004790,ILDR1,Immunoglobulin-like domain containing receptor 1b
12,20639883,20657272,RC12G004800,ILDR2,Immunoglobulin-like domain containing receptor 2
12,20663708,20675233,RC12G004810,POU2F1,POU class 2 homeobox
12,20682333,20688723,RC12G004820,cd247,T-cell surface glycoprotein CD3 zeta chain
12,20691152,20693256,RC12G004830,LAMP1,Lysosomal-associated membrane protein 1
12,20699321,20712429,RC12G004840,MED14,Mediator complex subunit 14
12,20713767,20715726,RC12G004850,unknown,Si ch211-218d20.15
12,20717527,20734629,RC12G004860,unknown,Si ch211-269e2.1
12,20735980,20754768,RC12G004870,PPP2R3B,Protein phosphatase 2
12,20754785,20755804,RC12G004880,unknown,unknown
12,20833814,20840588,RC12G004890,SHOX,Short stature homeobox
12,20948203,20953779,RC12G004900,ASMTL,O-methyltransferase-like
12,20956798,20957829,RC12G004910,P2RY8,Purinergic receptor P2Y
12,20964369,20973498,RC12G004920,UPF3A,UPF3 regulator of nonsense transcripts homolog A (yeast)
12,20976672,20983423,RC12G004930,CDC16,Cell division cycle 16 homolog (S. cerevisiae)
12,20985512,20988884,RC12G004940,DCUN1D2,DCN1
12,20994488,21000037,RC12G004950,TFDP1,Transcription factor Dp-1
12,21002659,21005838,RC12G004960,METTL21C,Methyltransferase like 21C
12,21021197,21026025,RC12G004970,unknown,Junctional adhesion molecule
12,21028514,21033196,RC12G004980,GABPA,GA-binding protein transcription factor
12,21035383,21052627,RC12G004990,APP,Amyloid beta (A4)
12,21057506,21059618,RC12G005000,unknown,Immunoglobulin V-set domain
12,21104249,21277692,RC12G005010,NCAM2,Neural cell adhesion molecule 2
12,21434325,21440310,RC12G005020,unknown,Serine arginine repetitive matrix protein 2-like
12,21443091,21451309,RC12G005030,RCAN1,Regulator of calcineurin 1b
12,21452963,21454085,RC12G005040,KCNE1,Slow voltage-gated potassium channel
12,21455150,21456283,RC12G005050,DNAJC28,homolog subfamily C member
12,21507539,21507892,RC12G005060,unknown,unknown
12,21563863,21760028,RC12G005070,LRP1B,lipoprotein receptor-related protein
12,21899680,21914179,RC12G005080,RALB,V-ral simian leukemia viral oncogene homolog Ba (ras related)
12,21920054,21922514,RC12G005090,unknown,Galactose oxidase
12,21925496,21931064,RC12G005100,INHBB,Inhibin
12,21991596,22069282,RC12G005110,GLI2,GLI-Kruppel family member GLI2b
12,22079651,22089533,RC12G005120,SLC15A2,Solute carrier family 15 (H peptide transporter)
12,22091764,22102007,RC12G005130,HSPBAP1,Hspb associated protein 1
12,22102131,22140153,RC12G005140,DIRC2,Disrupted in renal carcinoma
12,22153166,22231095,RC12G005150,SEMA5B,Sema domain
12,22231124,22285917,RC12G005160,unknown,unknown
12,22287655,22332209,RC12G005170,PDIA5,Protein disulfide isomerase family A
12,22340603,22345211,RC12G005180,SEC22A,SEC22 vesicle trafficking protein homolog A (S. cerevisiae)
12,22353822,22414046,RC12G005190,ADCY5,Belongs to the adenylyl cyclase class-4 guanylyl cyclase family
12,22418651,22424691,RC12G005200,PTPLB,Catalyzes the third of the four reactions of the long- chain fatty acids elongation cycle. This endoplasmic reticulum- bound enzymatic process
12,22425327,22433309,RC12G005210,STAM2,Signal transducing adaptor molecule (SH3 domain and ITAM motif) 2
12,22442391,22459277,RC12G005220,CACNB4,Calcium channel
12,22463982,22469623,RC12G005230,pde9a,High affinity cGMP-specific 3'
12,22470379,22472615,RC12G005240,NIFK,Nucleolar protein interacting with the FHA domain of MKI67
12,22485463,22548753,RC12G005250,CLASP1,Cytoplasmic linker associated protein
12,22551971,22557708,RC12G005260,DDX18,DEAD (Asp-Glu-Ala-Asp) box polypeptide 18
12,22558675,22567359,RC12G005270,CCDC93,Coiled-coil domain containing 93
12,22570594,22580375,RC12G005280,PLCD4,Phospholipase C
12,22584607,22587791,RC12G005290,BCS1L,Belongs to the AAA ATPase family
12,22588798,22593833,RC12G005300,CYP27A1,Cytochrome P450
12,22596843,22600673,RC12G005310,CYP27A1,Cytochrome P450
12,22601911,22613297,RC12G005320,MCM3AP,MCM3 minichromosome maintenance deficient 3 (S. cerevisiae) associated protein
12,22614073,22620893,RC12G005330,LSS,Lanosterol synthase
